,itemid,count,label
4014,8493,821,GI Tube #2 [Site]
4015,227133,741,Small Volume Neb Drug #2
4016,226125,70,ICP Line Discontinued
4017,7126,1,Nystatin swabs
4018,3121,1,himv
4019,156,26427,Dorsal PedPulse [Right]
4020,1962,1,LIVER FLAPPING
4021,8346,1,Ursodiol
4022,1670,1,driveP
4023,3233,1,PEG SITE DRESSING
4024,4504,165,Heparin Flush
4025,5760,6,Bed bath
4026,5719,1,mucumyst
4027,225657,1,Freeform Coags
4028,6001,2,Rebound bili
4029,4196,1417,Base Excess (cap)
4030,194,1082,Flow-By (lpm)
4031,430,5651,LVSW
4032,227841,152,Community Integration
4033,4514,8,Chromosomes
4034,6324,1,Tongue Deviation
4035,227946,7940,Restraint Ordered (Non-violent)
4036,964,1,THAM CC/HR
4037,6332,1,mucocous fstula
4038,2804,1,10% alcohol/ cc/hr
4039,5884,1,Ranitidine pg
4040,223916,18833,Response to Stimuli (Type)
4041,228182,79,SVI (PiCCO)
4042,3487,4863,Lesions
4043,132,4,Compliance-Corrected
4044,7065,1,Abdominal incision
4045,7146,1,Oxygen #3
4046,228015,1930,22 G Phlebitis Scale
4047,7090,2,Right pedal pulse
4048,2509,11,APROTONIN CC/HR
4049,5677,3,scrotal ultrasound
4050,721,3665,Ventilator No.
4051,4689,8,Genetics consult
4052,1216,2,tongue
4053,3046,1,HIGH MINUTE VENT.  N
4054,8033,1,NC
4055,227668,3818,Side Rails_V2
4056,3755,82,FIBRINOGEN
4057,8113,1,Resp. Rate
4058,8407,1829,ImpSkin #2 [Amount]
4059,7469,4,Methylprednisolone
4060,6019,1,Left arm Edema
4061,224866,2427,Temporary Atrial Capture
4062,224980,1110,Tunneling Present #3
4063,223967,2585,Angio Site # 1
4064,6871,1,Multi-Podis boots
4065,352,6218,ImpSkin #1 [Drain]
4066,6609,1,Ribavrin TX #
4067,2740,1,DO2 I
4068,5155,1,R. test. hydrocele
4069,5311,2,Chest tube
4070,2003,7,HIGH MIN VOL
4071,703,60,Transcutan Pacer
4072,2790,1,FEM. ART BP
4073,6266,1,Low NO alarm
4074,223795,21763,Pain Assessment Method
4075,8463,1361,Pressure Sore #1 [Length]
4076,8524,246,IV #4 [Location]
4077,224,794,IABP Mean
4078,8456,25653,PostTib. Pulses [Left]
4079,735,156,Wound Care
4080,4762,2,Penicillin
4081,6221,1,tank A
4082,660,16571,Stool Guaiac
4083,1856,1,Vecuronium mcg/min
4084,6461,1,fem sheat
4085,3550,214,Oral Sx Quality
4086,5771,1,Heliox PSI pressure
4087,50,10401,Apnea Time Interval
4088,223759,4638,Precautions: Standard +
4089,1938,1,7. Tactile Disturb.
4090,513,1560,PVRI
4091,586,894,QTc
4092,5995,1,Peak flow post tx.
4093,8443,497,Neuro Drain [Location]
4094,2358,1,ALBUMIN
4095,2544,3,FEM ART MAP
4096,5883,1,desitin prn
4097,51,17074,Arterial BP [Systolic]
4098,2236,2,MULTIPODUS BOOTS
4099,226981,3,Albumin_ApacheIV
4100,225142,178,Money given to hospital cashier
4101,2225,2,URINE NA
4102,226737,8,AaDO2ApacheIIValue
4103,5720,1,TOTAL BATH
4104,69,27205,BSA
4105,225048,624,Knee Location - Immobilizer
4106,224172,1338,MDI #2 Puff
4107,3314,2437,BP Left Arm [Mean]
4108,7251,1,ergocalciferol
4109,2986,1,neuro drain type 2
4110,203,13236,GI#1 Tube [Status]
4111,3799,6334,Red Blood C(3.6-6.2)
4112,529,1000,Pause Time %
4113,2489,1,BILAT HEARING AIDS
4114,3785,1143,PO2
4115,227980,191,Intra Aortic Balloon Pump Setting
4116,5585,1,MINUTE VOL. HIGH
4117,3271,2,insp time
4118,2006,5,high min volume
4119,4372,80,Desitin
4120,4871,2,vit d
4121,5982,4,Triple antibx oint.
4122,220765,410,Intra Cranial Pressure
4123,3447,6817,Glucose Monitor #
4124,1596,167,HIGH MV
4125,502,51,PCV Insp Vt (Obser)
4126,7095,8,Shaved
4127,5676,1,RIGHT FEM. ALINE
4128,225698,13132,TCO2 (calc) Arterial
4129,90,6096,C.O.(thermodilution)
4130,4542,5,Tobradex
4131,2831,4,FEM ABP
4132,227653,48,Pad Change/Hour
4133,7194,1,NEPHROTUBE COLOR
4134,6359,1,Halo
4135,227358,3511,PICC Line Dressing Occlusive
4136,226118,986,Dialysis Catheter placed in outside facility
4137,59,796,Augmented Diastole
4138,1604,2,HI/Minute/Vol/
4139,227125,490,Indwelling (PortaCath) Port Type
4140,5860,1,Bed side Observer
4141,224808,2091,CT #2 Suction Type
4142,4701,5,Stoma
4143,3672,33,Umbical Cord
4144,6115,1,high/min /vent
4145,7614,1,ngt residual
4146,3428,2445,Feeding Tube Loc
4147,4526,2,lacrilube
4148,224024,18422,Family Communication
4149,224830,1012,Trach Tube Manufacturer
4150,224962,409,Impaired Skin Wound Base #6
4151,226766,14,MapApacheIIValue
4152,3607,5543,Retractions
4153,224370,8698,Sputum Color
4154,4844,18,Nystatin Ointment
4155,6489,2,auto-peep
4156,3657,347,Terminal Sensitivity
4157,227293,6091,Multi Lumen Dressing Occlusive
4158,224891,783,Impaired Skin Cleanse #5
4159,224088,15901,Pressure Reducing Device
4160,1969,1,abduction pillow
4161,7809,1,Bumetandime mg/hr
4162,8169,1,Amicar mg/hr
4163,4214,1,acycloviv
4164,1677,1,Altepase mg/hr
4165,228223,8,Tandem Heart Return Cannula Position
4166,7760,1,Atropine Ointment
4167,394,4321,Inc #3 [Drainage]
4168,6126,1,HI press
4169,248,1608,INV Line#4 Zero/Cal
4170,8432,63,Inc #6 [Status]
4171,3186,2,nicardipine
4172,2099,1,lymphedema sleeve
4173,224055,21808,Braden Moisture
4174,6223,1,tank-A
4175,1481,3970,IV #3 Reason DC'D
4176,1507,5,HIGH MINUTE VOL
4177,5220,1,Na Supps
4178,2483,1,PAVULON MCG/KG/MIN
4179,2418,1,CARIPORIDE 20MG/HR
4180,4619,12,Nystatin Powder
4181,207,2155,GU Catheter Size
4182,224800,273,AV Fistula R Bruit
4183,2553,1,svt
4184,5988,1,AV Fistula Thrill
4185,224013,5234,Stool Guaiac
4186,228097,210,14 Gauge placed in the field
4187,2832,2,APROTININE
4188,3059,1,REE
4189,6647,1,50% Dextrose gm
4190,2736,1,right fem bp
4191,1467,3,Pericare
4192,1523,21078,Chloride
4193,1217,1,vision
4194,7235,1,Drivng press
4195,224565,6944,Surrounding Tissue #1
4196,1514,9,Hi Tidal Vol
4197,5593,1,MMV tidal volume
4198,224427,2041,CT #2 Suction Amount
4199,463,584,Neuro Drain Status
4200,1354,1,vanco peak
4201,6045,2,1-10 ML 20% MUCOMYST
4202,6758,1,ecmo
4203,223059,1,Intubation - Details
4204,2943,1,low min vol
4205,224974,1215,Surrounding Tissue #4
4206,6002,2,Desitin prn
4207,141,6338,Cuff Pressure-Airway
4208,1619,2,Lepirudin
4209,698,54,Traction/Immobile #2
4210,225965,68,Peritoneal Dialysis Catheter Status
4211,227728,317,AVA Line Site Appear
4212,539,169,Pericardial Drainage
4213,225410,7,Acute rehab
4214,467,28090,O2 Delivery Device
4215,648,5332,Speech
4216,5040,1,scrotum
4217,1095,1,cuff leak present
4218,2635,1,VENT ICP
4219,8480,26449,Urine [Appearance]
4220,5630,17,DRIVING PRESSURE
4221,1090,1287,Ramsey SedationScale
4222,227241,2616,PAP Alarm Source
4223,517,4569,Pacer Rate
4224,3676,26,VS Change W/Seizure
4225,2443,1,PROTONIX DRIP
4226,5711,1,x-ray
4227,242,4225,INV Line#3 Zero/Cal
4228,3295,3717,Abdominal Loops
4229,1380,3,High exhaled min.vol
4230,3780,5362,NEUTS
4231,3077,1,Migh Min Volume
4232,190,16161,FiO2 Set
4233,8330,1,L AV fistula Bruit
4234,224738,9682,Inspiratory Time
4235,8467,14520,Pupil Size [Left]
4236,3420,3147,FIO2
4237,6974,1,L arm elevated
4238,342,290,Imp Skin Cleanse #5
4239,6155,1,surgery consult
4240,224119,4612,22 Gauge Site Appear
4241,854,457,Vancomycin/Peak
4242,2484,3,incentive spirometer
4243,220210,21913,Respiratory Rate
4244,3466,1179,IV #2 [Location]
4245,7967,1,vacuum assist
4246,4820,5,HEP FLUSH
4247,228382,51,Total Peripheral Resistance Index (TPRI) (NICOM)
4248,224814,54,GI #1 Tube Place Method
4249,6655,1,PCV Level
4250,5928,1,circumcison site
4251,224999,504,Incision Cleansing #3
4252,236,11341,INV Line#2 Zero/Cal
4253,148,573,Dialysis Access Site
4254,227673,632,Non-Violent Restraints Ordered
4255,5819,17179,Resp Alarm [Low]
4256,6148,3,Valproic acid
4257,6815,1,Critacaid
4258,224695,10078,Peak Insp. Pressure
4259,223940,1171,Femoral Pulse R
4260,1204,1,Bias Flow
4261,2752,1,DVO2I
4262,7301,1,Gentamycin Eye Oint.
4263,5380,1,piperacillin-tazbac
4264,5629,1,csm to right hand
4265,6470,1,CA GLUCONATE
4266,294,25908,IV #1 [Site]
4267,5386,1,penrose drain area
4268,2963,1,CHECK BRUIT L ARM
4269,227117,1234,PCA total dose units
4270,226763,14,HrApacheIIScore
4271,228162,2,Impella Catheter Position
4272,5016,1,Tri Visol
4273,7831,1,PASSy MUir valve
4274,7023,1,T-LO (APRV)
4275,3625,1172,Source
4276,2915,1,HI/Minute/Vol/Alarm^
4277,7570,1,FIO2 SET
4278,3374,2220,Color Change
4279,3051,3,high min.vol.
4280,225767,486,Sheath Site Appear
4281,8496,10,zzz Stim Thresh mA [Value]
4282,4223,14,Bacitracin ointment
4283,227960,7827,Patient/Family Informed
4284,4,276,ABI Ankle BP [Right]
4285,4822,1,Mylanta
4286,227460,49,Phenobarbital
4287,8345,1,Sigh peep level
4288,1666,8,phigh
4289,3353,7150,Cardiac Murmur
4290,225751,12,Triple Introducer Discontinued
4291,227020,7,HtScore_ApacheIV
4292,8473,975,Radial Pulse [Left]
4293,4707,55,Circ
4294,4726,2,ZANTAC
4295,3421,1800,FIO2 Alarm [Low]
4296,4203,1422,pO2 (cap)
4297,227470,619,Sed Rate
4298,5707,7,T LOW
4299,4282,5,Bath:
4300,224226,6734,Impaired Skin Wound Base #1
4301,3836,1457,pCO2 (other)
4302,2493,3,cariporide
4303,227860,214,Rest RR - Aerobic Capacity
4304,7092,2,Tinsp
4305,1703,9913,Health Care Proxy
4306,224792,132,GI #3 Tube Status
4307,1409,1,incentive spiromety
4308,224368,419,Epidural Medication
4309,227830,269,Self Feeding
4310,613,12,Resp Quotient - (R)
4311,3645,2204,Sx Equip Functional
4312,224687,10149,Minute Volume
4313,5647,1,trembling
4314,7089,1,P4
4315,224801,251,AV Fistula R Thrill
4316,583,102,Pulses Paradoxus
4317,5956,1,Cardiologist visit
4318,8099,1,dPaw
4319,226586,9080,Stool Estimate
4320,650,21,Spon Minute VE L/min
4321,3044,1,10% ETOH CC/HR
4322,8115,1,Lt hernia repair
4323,568,693,PressSoreTreatment#2
4324,1520,1191,ACT
4325,4334,24,aquaphor
4326,1391,3572,DO2I
4327,3294,3576,Abdominal Girth (cm)
4328,6916,2,nitric oxide ppm
4329,228180,53,GEDI (PiCCO)
4330,4947,15,Nystatin cream
4331,227649,13,Fundus Character
4332,6667,1,G-Tube Site
4333,225417,10,Assisted living
4334,7618,1,BP Lt. leg Mean
4335,223802,1813,Nerve Stimulated
4336,8414,108,ImpSkin #5 [Length]
4337,7709,1,L heel protect boot
4338,4246,4,Combivent puffs
4339,4713,4,Heplock flush
4340,8125,1,triple antibio. oint
4341,3347,17,Calcium Gluconate
4342,3628,2419,State Screen Sample
4343,2141,1,Glucagon mg/hr
4344,225656,1,Freeform Chemistry
4345,8535,4555,Stool [Color]
4346,608,534,Recruit Breath
4347,364,1694,ImpSkin Wound Base#3
4348,4218,4,miconozole powder
4349,6669,1,APRV Phi
4350,2060,1,Disconnect alarm.
4351,5697,1,CORTISOL LEVEL PRE
4352,4181,7864,Highest Level
4353,228186,10,Access Site Observed (Tandem Heart)
4354,227763,41,Triple Introducer Placement Confirmed by X-ray
4355,768,1749,ACT (102-142)
4356,1803,10,Solumedrol
4357,860,5059,Venous pH
4358,572,233,PressSoreWoundBase#3
4359,8363,145,ABI Brachial BP [Left]
4360,7061,2,left nephrostomy
4361,4954,4,Mineral Oil
4362,5877,3,LFT's
4363,224455,6,PT Splint Location #4
4364,1620,1,L foot CSM check
4365,1576,1,automatic tube com
4366,70,8457,BSA - English
4367,1577,1,high minute vent
4368,2583,1,Multipodus boots.
4369,2560,1,CISATRA. MCG/KG/MIN
4370,1932,1,1. Nausea and Vomit.
4371,1720,4,high exhale MV
4372,225,800,IABP setting
4373,5986,1,AV fistula bruit
4374,5340,4,Glycerine supp
4375,829,27448,Potassium (3.5-5.3)
4376,1061,1,mulitpodis boots
4377,224685,10118,Tidal Volume (observed)
4378,1410,3,IS
4379,6920,1,Nitric Cylinder[PSI]
4380,225811,13418,CV - past medical history
4381,8547,9133,ABP Alarm [High]
4382,224908,191,Impaired Skin Drainage #8
4383,227124,931,Dialysis Catheter Type
4384,3286,4,solumedrol
4385,611,511,Replace Rate ml/hr
4386,8357,1,Sigh Peep
4387,5998,1,meds
4388,5655,1,Multi podis Boots
4389,1923,1,2.tactile Disturban
4390,2143,4,multipodus
4391,5820,17349,SpO2 Alarm [Low]
4392,1638,3,cortisol
4393,7223,1,Polymyxin B oint
4394,5699,1,CHROMOSOMES
4395,224031,21555,Edema Location
4396,1054,23,protonix
4397,227565,8410,Ventilator Tank #1
4398,5978,1,qtc
4399,4843,3,calciferol
4400,227122,1,Neuro Drain Landmark
4401,226114,1500,PA Catheter placed in outside facility
4402,3740,1452,Base Excess (other)
4403,105,340,CT #3 Dressing
4404,227686,651,Central Venous O2% Sat
4405,6214,1,AMMONIA/12-47 UMOL/L
4406,5702,2,FEM ART MEAN
4407,228443,16,BIS - SQI
4408,3003,1,SPNIOT TIDAL VOLUMES
4409,2821,1,binder
4410,6067,1,Neonatal Bili & Lyts
4411,4375,3,Neut
4412,225310,1660,ART BP Diastolic
4413,3215,1,Xgris
4414,1965,14,hi min vol
4415,224437,44,CT #4 Suction Amount
4416,1660,1,High Tidal volume
4417,226179,12540,No wallet / money
4418,224759,8014,LUE Sensation
4419,228012,5465,18 G Infiltration Scale
4420,510,30,PT Splint #3 [Location]
4421,3063,1,High MV Limits
4422,225014,884,Incision Drainage #3
4423,3573,120,Polio Vaccine
4424,225726,25,Tunneled (Hickman) Line Tip Cultured
4425,3066,1,albumin
4426,4698,1,Gtube site
4427,7471,2,Triple Abx oint
4428,5022,1,Emycin ointment
4429,4926,1,"Dexamethasone, gtts"
4430,2825,2,Cough/Deep Breath
4431,5604,1,criticaide
4432,220227,7212,Arterial O2 Saturation
4433,1401,3169,zzO2AV
4434,2488,1,sandbag->chest
4435,7691,1,Sz Pads
4436,8369,3932,Atrial Pacemaker [Capture]
4437,228292,42,IO Placed in outside facility
4438,227004,7,ChronicScore_ApacheIV
4439,7600,1,NECK GIRTH (cm)
4440,2993,12,trache care
4441,8314,1,Abd.Binder
4442,226889,1961,Legal Guardian
4443,5123,4,Chloral hydrate
4444,1855,2,TRACH care
4445,227444,589,C Reactive Protein (CRP)
4446,227861,230,Rest O2 Sat - Aerobic Capacity
4447,3547,2470,OG/NG Residual
4448,3728,813,Alkaline Phosphatase
4449,1371,5,cco
4450,920,27205,Admit Ht
4451,224676,143,Nausea and Vomiting (CINA)
4452,5875,1,UA/UVC placement
4453,1187,4,demerol
4454,522,17962,Pain Cause
4455,8505,218,BP PAL [Diastolic]
4456,5748,1,VItamin A inj.
4457,224707,272,T High (APRV)
4458,2879,1,Prostaglandin m/k/mn
4459,3,277,ABI (R)
4460,227477,21,Incision Site #6
4461,201,1293,GI Intub #2 [Type]
4462,226988,2,APACHE IV main groups non-operative
4463,2478,1,Amiodarone mg/hr
4464,3083,1,spont Tidal volumes
4465,225750,82,Trauma Line Discontinued
4466,228301,364,CAM-ICU Inattention
4467,5462,1,Tobradex eye ung
4468,228404,1173,Motor L Arm
4469,224691,172,Flow Rate (L/min)
4470,3802,297,SGPT
4471,228225,9,Tandem Heart Return Cannula Site
4472,5909,3196,ID band(s) on
4473,1649,1,Hi MV Alarm Set
4474,226381,22683,Marital Status
4475,2525,1,Peg DSG
4476,6872,1,intrathecal catheter
4477,2472,1,INTRATHECAL PRESSURE
4478,6326,3,Bair hugger
4479,1693,1,check for pulsus q4h
4480,3766,50,Ion Calcium
4481,4549,35,criticaid
4482,1059,2,shampoo hair
4483,8396,804,INV Line#5 [Site]
4484,1431,1144,Orient/Clouding Sens
4485,220283,7,Resistance
4486,8479,1511,Trach [Fenestra]
4487,2581,1,bladder pres.
4488,228416,767,Corneal Reflex Right
4489,224113,228,Traction/Immobile Location #1
4490,8212,1,mammo support
4491,2530,1,venous pulse
4492,226545,24074,Race
4493,859,4748,Venous PvO2
4494,4412,40,caffeine bolus
4495,659,7144,Stool [Color]
4496,3694,5401,Work of Breathing
4497,210,27083,HOB
4498,3264,1,MULTI PODUS SPLINTS
4499,7174,1,fluconozole oral sol
4500,227003,7,Chronic health on admission
4501,5824,2,HiMV
4502,2033,3,High VE
4503,584,14508,Pupil Response [Right]
4504,5757,4,mucous fistula
4505,1127,25806,"WBC   (4-11,000)"
4506,1329,2259,Initials (2 RNs) [RN #1]
4507,1694,2,HI VE
4508,225397,35,Triple Introducer Waveform Appear
4509,224369,8577,Sputum Consistency
4510,224987,960,Undermining Present #3
4511,224443,663,GI #2 Tube Place Check
4512,6256,2,Platelet Count
4513,3831,451,Venous O2
4514,5914,35,zz Equip Functioning
4515,6142,1,derm consult
4516,1316,1,left foot dressing
4517,223752,20983,Non-Invasive Blood Pressure Alarm - Low
4518,227461,1520,Phenytoin (Dilantin)
4519,173,507,Effluent Press mmHg
4520,2529,1,arterial pulse flap
4521,228375,113,Stroke Volume Index (SVI NICOM)
4522,227652,36,Lochia Estimate
4523,3512,4368,Mom in to Visit
4524,3786,36,Phenobarbitol(15-40)
4525,3494,2079,Lowest Heart Rate
4526,6347,1,femoral pulses
4527,792,220,Cyclosporin
4528,226740,5,APACHE II Diagnosistic weight factors - Medical
4529,784,13161,CPK
4530,226119,289,Trauma Line placed in outside facility
4531,4501,1,DOPAMINE DRIP
4532,5226,1,Cough
4533,6015,1,Triple abx.
4534,3750,796,Creatinine   (0-0.7)
4535,7622,1,BP Rt. Leg Mean
4536,6521,2,P-low
4537,3352,639,Cardiac Echo
4538,2123,4,High exhale MV
4539,3177,1,left fem. aline
4540,1682,3,multi podus boots
4541,2681,1,FINGERSTICK
4542,2268,1,BREAST BINDER
4543,2760,1,aprotanine
4544,224563,1033,Impaired Skin Depth #1
4545,224645,149,Orthostatic BPs lying
4546,7540,1,expir pressure
4547,224902,4921,Impaired Skin Drainage #2
4548,1034,1,RA SAT
4549,3169,3,multipodous boots
4550,225807,71,Volume Out (PD)
4551,7453,2,bear hugger
4552,150,256,Dialysis Machine
4553,6691,1,DRIV PRESS
4554,1228,2,aerosol mask
4555,3167,1,Drive Pres
4556,4285,1,Broviac site/dsg
4557,223939,1000,Brachial Pulse R
4558,6061,1,Sucrose H20
4559,926,35069,Religion
4560,5841,4,TPA
4561,7461,1,Th
4562,220181,21676,Non Invasive Blood Pressure mean
4563,4958,2,Tobramycin oint
4564,4239,25,Caffeine bolus
4565,6398,1,FEM LINE
4566,2508,1,SOLUMEDEROL
4567,2711,1,qtc interval
4568,226105,5751,Behavior
4569,3405,1016,Edema [Existence]
4570,5353,5,type and coombs
4571,4446,1,caffeine
4572,5020,12,Cyclopentalate
4573,4263,4,PICC
4574,4918,11,hep b vaccine
4575,224419,272,Negative Insp. Force
4576,6448,1,P Lo
4577,7474,1,trach mark
4578,228010,2012,16 G Infiltration Scale
4579,3811,733,Triglyceride (0-250)
4580,5913,1316,Tolerated new med?
4581,5708,1,MgSO4
4582,2477,1,cisatric mcg/kg/min
4583,224652,243,Unassisted Systole
4584,1667,11,plow
4585,227036,4,PCO2_ApacheIV
4586,4210,3,Glycerine Suppos.
4587,3345,139,CVP Alarm [Low]
4588,4365,2,k phosphorus
4589,217,144,Heparin Dose
4590,224970,136,Pressure Ulcer Stage #7
4591,538,133,Pericard Drain Stat
4592,7983,4,Hydrocele
4593,7345,1,D5 1/2ns w/20meq kcl
4594,5864,2,ostomy
4595,925,27205,Marital Status
4596,612,474,Replace.Fluid Infuse
4597,2460,5,CARIPORIDE ML/HR
4598,2283,1,PRECEDEX MG/K/HR
4599,3448,1663,Grandparents Visit
4600,7610,1,cardiac index      o
4601,2795,1,leg dsg w-d packing
4602,224006,1853,Emesis Appearance
4603,2502,1,cisatricurium mg/k/h
4604,3328,1944,Behavioral State
4605,2824,4,SHAMPOO
4606,4305,2,Caffeine Citrate
4607,2209,1,MULTIPODUS BOOT
4608,227773,2,Traction/Immobile #3
4609,6935,1,insp. vt
4610,4237,32,Glycerin supp
4611,220645,24052,Sodium (serum)
4612,5893,1,NGT lavage
4613,228369,104,Cardiac Output (CO NICOM)
4614,8290,1,Acetylcysteine
4615,3404,1506,ETT Taped at (cm)
4616,5039,1,dressing.
4617,1070,9,shampoo
4618,1350,1,ionized calcium
4619,6599,1,right arm
4620,1209,1,HFO mean airway Pres
4621,3081,1,SPONT TV'S
4622,7612,2,Augmentin
4623,6254,1,Post-Ductal SaO2
4624,225667,10821,Ionized Calcium
4625,6252,2,Abdominal U/S
4626,3647,384,TCP02
4627,224947,1105,Impaired Skin Type #5
4628,224661,781,Baseline Current/mA
4629,2737,1,FDP
4630,6213,3,TANK A
4631,224085,14224,Assistance Device
4632,3519,5281,Muscle Tone
4633,2285,1,nimbex mcg/kg/min
4634,3612,45,Seizure [Activity]
4635,6552,1,low insp press
4636,225742,95,IABP Line Discontinued
4637,4191,27,zzzgth   Calc   (cm)
4638,3239,1,NICARDIPINE MCG/KG/M
4639,227807,402,In-line Suction Catheter Changed
4640,3204,6,Pinsp.
4641,5234,1,umbical site
4642,5747,1,dobutamine
4643,224688,9350,Respiratory Rate (Set)
4644,225737,3998,Arterial Line Discontinued
4645,437,123,Low Peep
4646,3140,1,Urine Cl-
4647,2813,1,Hard Cast L FA
4648,7073,6,Cannula Size
4649,227985,277,Neuro Drain #1 Landmark
4650,5229,1,NACL SUPPS
4651,223973,523,Angio Dressing # 2
4652,6100,3,P-LO
4653,8532,5018,SaO2 Alarm [High]
4654,5681,1,umbi hernia measure
4655,2310,1,cisatracuri/mcg/kg/m
4656,6236,1,high pip
4657,5894,1,perit/bladder pressu
4658,2592,1,MULTIPODUS SPLINT
4659,847,39,Tobramycin/Trough
4660,6228,1,LEFT AV FISTULA
4661,6342,1,P Insp
4662,1314,1,r leg drsg change
4663,5168,1,Shunt
4664,2397,4,BAIR HUGGER
4665,3358,17,Chest Appearance
4666,7236,1,g-tube site
4667,25,1482,AV Interval
4668,5067,2,Folic Acid
4669,3319,1120,BP PAL [Systolic]
4670,227669,728,Side Rails (Restraint)
4671,3808,1341,TCO2        (21-30)
4672,5816,1216,ICP Alarm [Low]
4673,1662,18,High min vol
4674,6053,1,Hep flush 10U/CC
4675,136,3363,Cough Effort
4676,227858,241,Rest HR - Aerobic Capacity
4677,5700,1,Gent eye oint
4678,228222,9,Tandem Heart Return Cannula Migration
4679,2642,1,FEMORAL ABP
4680,196,1,Foley Care
4681,6628,2,critic-aid
4682,2796,1,Alcohol Gm/hour
4683,8415,30,ImpSkin #6 [Length]
4684,1741,1,Auto Tube Comp
4685,225418,10,VA hospital
4686,5164,1,Carnitine
4687,5249,1,ceftazidine
4688,3482,415,KUB
4689,3381,571,Cyclogyl
4690,414,1134,Incision/Wound #4
4691,449,1304,Minute Volume (Set)
4692,667,79,TCPCV Apnea Settings
4693,1108,6,mucomyst
4694,4922,1,open crib
4695,1600,36,HIGH MINUTE VOLUME
4696,1120,11,trach
4697,224979,1982,Tunneling Present #2
4698,1665,6,High Min Vol
4699,4519,1,Atropine Opthamic
4700,8481,15,VAD Beat Rate [Left]
4701,5773,1,WAffle Boots
4702,149,586,Dialysis Access Type
4703,227476,69,Incision Site #5
4704,2505,1,no2
4705,224726,1,O2 Consumption
4706,224996,66,Incision Appearance #5
4707,706,26618,Urine [Color]
4708,224858,47,Patient Behavior During Application
4709,2579,34,mammary support
4710,2503,1,bupivacaine
4711,3685,6491,Vitamin K
4712,227764,83,Tunneled (Hickman) Placement Confirmed by X-ray
4713,7568,1,L arm: thrill/bruit
4714,6767,1,heliox lpm
4715,8534,590,Skin Integrity [Attribute #2]
4716,2444,1,CISATRACUR.MCGKGMIN
4717,5948,1,Heb B
4718,3128,1,BRACHIAL S/D
4719,1100,1,PRESSURE BAG R.GROIN
4720,1408,1,foley irrigated.
4721,227580,399,BiPap IPAP
4722,225082,2869,Pregnant
4723,4905,11,Fluconazole
4724,2499,1,AV THRILL
4725,3835,1366,pCO2
4726,2838,1,HALDOL MG IVP
4727,6216,1,hi flow O2
4728,5130,1,PICC LINE DSG
4729,3445,3996,Gentamicin
4730,223805,1536,Nausea and Vomiting (CIWA)
